,alfa,beta,charlie,delta,avg_accuracy,std_accuracy,avg_n_tick,std_n_tick,avg_consensus,std_consensus,avg_weak_synergy,std_weak_synergy,avg_strong_synergy,std_strong_synergy,diversity_score
0,ESFJ,ESFJ,ESFJ,ESFJ,0.8400000000000001,0.10198039027185571,10.4,4.340506882842141,1.0,0.0,0.0225,0.09965565713997371,-0.13000000000000003,0.09,0
1,ESFJ,ESFJ,ESFJ,ESTJ,0.8400000000000001,0.12,13.4,4.521061822182927,0.9,0.3,0.0425,0.05921359641163508,-0.11000000000000001,0.11357816691600549,1
2,ESFJ,ESFJ,ESFJ,ISFJ,0.79,0.12206555615733704,11.6,4.651881339845202,0.9,0.30000000000000004,-0.002499999999999969,0.0770146090037468,-0.09999999999999999,0.07745966692414834,1
3,ESFJ,ESFJ,ESFJ,ISTJ,0.78,0.09797958971132714,14.5,5.181698563212646,0.6,0.48989794855663565,-0.009999999999999953,0.10136567466356648,-0.16,0.11135528725660046,2
4,ESFJ,ESFJ,ESFJ,ENFP,0.82,0.08717797887081348,14.9,4.2296571965113205,0.9,0.30000000000000004,0.027500000000000035,0.10633085159068371,-0.10999999999999996,0.12206555615733704,2
5,ESFJ,ESFJ,ESFJ,ENFJ,0.77,0.12688577540449522,10.8,5.546169849544819,1.0,0.0,-0.045,0.11335784048754634,-0.15000000000000002,0.15652475842498528,1
6,ESFJ,ESFJ,ESFJ,INFP,0.8400000000000001,0.10198039027185571,11.6,4.409081537009721,0.9,0.30000000000000004,0.015000000000000024,0.10559356040971436,-0.1,0.11832159566199232,3
7,ESFJ,ESFJ,ESFJ,INFJ,0.82,0.15362291495737218,10.7,4.605431575867782,1.0,0.0,-0.02250000000000001,0.13804437692278523,-0.16,0.1562049935181331,2
8,ESFJ,ESFJ,ESFJ,ENTP,0.8300000000000001,0.13453624047073712,13.3,5.496362433464518,0.8,0.4,-0.02999999999999997,0.12786711852544425,-0.15,0.15,3
9,ESFJ,ESFJ,ESFJ,ENTJ,0.89,0.06999999999999999,11.0,1.8973665961010275,1.0,0.0,0.050000000000000044,0.07745966692414837,-0.07999999999999999,0.08717797887081345,2
10,ESFJ,ESFJ,ESFJ,INTP,0.8,0.10954451150103325,15.4,4.521061822182927,0.7,0.45825756949558394,-0.007500000000000029,0.12452409405412274,-0.13,0.1268857754044952,4
11,ESFJ,ESFJ,ESFJ,INTJ,0.77,0.15524174696260024,13.8,6.161168720299745,0.8,0.4,-0.045000000000000026,0.12589678312014171,-0.18,0.15362291495737218,3
