,alfa,beta,charlie,delta,avg_accuracy,std_accuracy,avg_n_tick,std_n_tick,avg_consensus,std_consensus,avg_weak_synergy,std_weak_synergy,avg_strong_synergy,std_strong_synergy,diversity_score
2830,ENFP,INTP,ESFP,ESFP,0.7125,0.12562344526401112,16.8,4.64327470649756,0.4,0.4898979485566356,-0.046875,0.10574327697305394,-0.225,0.1346291201783626,4
2831,ENFP,INTP,ESFP,ESTP,0.775,0.12247448713915891,15.3,3.606937759374287,0.8,0.4,0.0125,0.12279301690242814,-0.15,0.14577379737113252,5
2832,ENFP,INTP,ESFP,ISFP,0.825,0.11456439237389601,15.3,5.550675634551166,0.7,0.45825756949558405,0.034375,0.11477729795129349,-0.1375,0.14197270864500683,5
2833,ENFP,INTP,ESFP,ISTP,0.725,0.1346291201783626,15.2,5.878775382679628,0.6,0.4898979485566356,-0.071875,0.090625,-0.1875,0.13975424859373686,6
2834,ENFP,INTP,ESTP,ESTP,0.775,0.1457737973711325,12.9,6.073713855624086,0.8,0.4,-0.05,0.10752906583803283,-0.15,0.12247448713915889,4
2835,ENFP,INTP,ESTP,ISFP,0.7,0.17853571071357124,17.7,3.7429934544425802,0.5,0.5,-0.03125,0.13693063937629152,-0.1875,0.13975424859373686,6
2836,ENFP,INTP,ESTP,ISTP,0.7,0.16007810593582122,15.1,5.664803615307418,0.6,0.48989794855663565,-0.071875,0.12425559595044403,-0.2125,0.14842927608797396,5
2837,ENFP,INTP,ISFP,ISFP,0.725,0.15612494995995996,15.4,4.758150901348127,0.7,0.45825756949558405,-0.015625,0.11961037005627899,-0.15,0.13462912017836262,4
2838,ENFP,INTP,ISFP,ISTP,0.85,0.13462912017836262,15.1,4.742362280551751,0.7,0.45825756949558394,0.03125,0.09478594305064438,-0.1,0.13462912017836262,5
2839,ENFP,INTP,ISTP,ISTP,0.7375,0.18915932438026944,13.9,4.968903299521937,0.7,0.45825756949558405,-0.015625,0.14473170221136764,-0.175,0.13919410907075055,4
2840,ENFP,INTJ,INTJ,INTJ,0.8625,0.13050383136138188,13.3,5.478138369920935,0.7,0.45825756949558394,0.040625,0.08733242882801326,-0.075,0.082915619758885,3
2841,ENFP,INTJ,INTJ,ESFP,0.8625,0.1625,16.5,4.801041553663121,0.5,0.5,0.025,0.1403121520040228,-0.0875,0.16817030058842136,7
2842,ENFP,INTJ,INTJ,ESTP,0.7125,0.1375,16.3,3.7696153649941526,0.7,0.45825756949558394,-0.078125,0.1282773484485862,-0.2625,0.14197270864500683,6
2843,ENFP,INTJ,INTJ,ISFP,0.775,0.12247448713915891,14.6,4.1521078984053394,0.8,0.4,-0.0625,0.08385254915624211,-0.2,0.13919410907075055,6
2844,ENFP,INTJ,INTJ,ISTP,0.775,0.1920286436967152,14.1,5.717516943569122,0.7,0.45825756949558394,-0.028125,0.16562500000000002,-0.1625,0.20953818267800262,5
2845,ENFP,INTJ,ESFP,ESFP,0.7625,0.11792476415070755,17.3,5.514526271584895,0.2,0.4000000000000001,-0.025,0.0914296177395487,-0.1625,0.1125,5
2846,ENFP,INTJ,ESFP,ESTP,0.675,0.1274754878398196,15.7,4.495553358597805,0.7,0.45825756949558394,-0.1,0.1224744871391589,-0.225,0.14577379737113252,6
2847,ENFP,INTJ,ESFP,ISFP,0.825,0.1,14.5,5.5362442142665635,0.7,0.45825756949558394,0.0625,0.09375,-0.1,0.1457737973711325,6
2848,ENFP,INTJ,ESFP,ISTP,0.8125,0.1505199322349037,12.8,4.422668877499197,0.9,0.30000000000000004,0.028125,0.1540152691293951,-0.125,0.16770509831248423,7
2849,ENFP,INTJ,ESTP,ESTP,0.875,0.11180339887498948,14.7,4.980963762164908,0.8,0.4,0.0625,0.10915155747858113,-0.0875,0.1375,5
2850,ENFP,INTJ,ESTP,ISFP,0.8,0.1274754878398196,14.1,5.300000000000001,0.8,0.4,-0.015625,0.08755578578826187,-0.125,0.125,7
2851,ENFP,INTJ,ESTP,ISTP,0.8375,0.1125,14.4,5.023942674832188,0.7,0.45825756949558405,0.028125,0.11730202736952162,-0.1375,0.11792476415070755,6
2852,ENFP,INTJ,ISFP,ISFP,0.7375,0.1525819451966713,14.2,4.833218389437829,0.8,0.4,-0.0375,0.11162856937182346,-0.1625,0.12562344526401112,5
